Shipment_ID,Order_ID,Warehouse_ID,Carrier_ID,Dispatch_Date,Expected_Delivery_Date,Actual_Delivery_Date,Distance_KM,Shipping_Cost,Delivery_Status
SH00120562,ORD00120562,WH02,CAR01,2025-09-05,2025-09-08,2025-09-08,1673.3,333.21,On Time
SH00120563,ORD00120563,WH03,CAR06,2025-09-07,2025-09-10,2025-09-10,1623.0,272.56,On Time
SH00120564,ORD00120564,WH04,CAR01,2025-09-06,2025-09-09,2025-09-09,476.5,237.66,On Time
SH00120565,ORD00120565,WH05,CAR01,2025-09-05,2025-09-08,2025-09-08,71.3,207.54,On Time
SH00120566,ORD00120566,WH01,CAR03,2025-09-06,2025-09-08,2025-09-09,1528.1,276.88,Late
SH00120567,ORD00120567,WH02,CAR02,2025-09-05,2025-09-07,2025-09-07,1677.3,304.67,On Time
SH00120568,ORD00120568,WH03,CAR05,2025-09-06,2025-09-08,2025-09-08,92.8,254.96,On Time
SH00120569,ORD00120569,WH04,CAR01,2025-09-06,2025-09-09,2025-09-09,1346.2,307.49,On Time
SH00120570,ORD00120570,WH05,CAR06,2025-09-05,2025-09-08,2025-09-08,1435.1,278.93,On Time
SH00120571,ORD00120571,WH01,CAR04,2025-09-05,2025-09-07,2025-09-07,851.9,174.81,On Time
SH00120572,ORD00120572,WH02,CAR04,2025-09-06,2025-09-09,2025-09-09,304.0,150.84,On Time
SH00120573,ORD00120573,WH03,CAR02,2025-09-06,2025-09-08,2025-09-08,436.2,250.17,On Time
SH00120574,ORD00120574,WH04,CAR06,2025-09-06,2025-09-08,2025-09-08,704.4,276.51,On Time
SH00120575,ORD00120575,WH05,CAR04,2025-09-06,2025-09-09,2025-09-09,1761.5,250.36,On Time
SH00120576,ORD00120576,WH01,CAR04,2025-09-06,2025-09-09,2025-09-09,1799.6,258.88,On Time
SH00120577,ORD00120577,WH02,CAR01,2025-09-06,2025-09-10,2025-09-10,998.8,239.78,On Time
SH00120578,ORD00120578,WH03,CAR01,2025-09-06,2025-09-09,2025-09-09,782.3,231.1,On Time
SH00120579,ORD00120579,WH04,CAR02,2025-09-05,2025-09-06,2025-09-06,1615.5,332.3,On Time
SH00120580,ORD00120580,WH05,CAR02,2025-09-06,2025-09-07,2025-09-07,1028.5,295.52,On Time
SH00120581,ORD00120581,WH01,CAR05,2025-09-07,2025-09-10,2025-09-10,1314.4,293.9,On Time
SH00120582,ORD00120582,WH02,CAR06,2025-09-07,2025-09-10,2025-09-10,767.8,275.13,On Time
SH00120583,ORD00120583,WH03,CAR02,2025-09-06,2025-09-07,2025-09-07,1529.6,329.89,On Time
SH00120584,ORD00120584,WH04,CAR06,2025-09-06,2025-09-10,2025-09-10,1384.6,311.3,On Time
SH00120585,ORD00120585,WH05,CAR01,2025-09-08,2025-09-12,2025-09-12,745.7,233.51,On Time
SH00120586,ORD00120586,WH01,CAR05,2025-09-07,2025-09-10,2025-09-10,1274.4,295.61,On Time
SH00120587,ORD00120587,WH02,CAR02,2025-09-06,2025-09-08,2025-09-08,1557.8,342.16,On Time
SH00120588,ORD00120588,WH03,CAR05,2025-09-06,2025-09-07,2025-09-07,1009.1,286.52,On Time
SH00120589,ORD00120589,WH04,CAR05,2025-09-07,2025-09-09,2025-09-09,246.5,265.8,On Time
SH00120590,ORD00120590,WH05,CAR03,2025-09-06,2025-09-07,2025-09-07,1378.9,315.53,On Time
SH00120591,ORD00120591,WH01,CAR03,2025-09-08,2025-09-10,2025-09-10,481.9,248.15,On Time
SH00120592,ORD00120592,WH02,CAR03,2025-09-07,2025-09-10,2025-09-10,1648.5,278.12,On Time
SH00120593,ORD00120593,WH03,CAR06,2025-09-08,2025-09-10,2025-09-10,1576.3,341.87,On Time
SH00120594,ORD00120594,WH04,CAR06,2025-09-06,2025-09-08,2025-09-08,38.3,222.73,On Time
SH00120595,ORD00120595,WH05,CAR02,2025-09-07,2025-09-09,2025-09-09,734.3,253.86,On Time
SH00120596,ORD00120596,WH01,CAR02,2025-09-06,2025-09-08,2025-09-10,1511.4,293.48,Late
SH00120597,ORD00120597,WH02,CAR06,2025-09-07,2025-09-09,2025-09-09,1656.2,320.28,On Time
SH00120598,ORD00120598,WH03,CAR04,2025-09-07,2025-09-09,2025-09-09,1514.2,188.54,On Time
SH00120599,ORD00120599,WH04,CAR02,2025-09-06,2025-09-09,2025-09-09,1139.3,259.88,On Time
SH00120600,ORD00120600,WH05,CAR02,2025-09-08,2025-09-11,2025-09-11,239.0,235.93,On Time
SH00120601,ORD00120601,WH01,CAR06,2025-09-07,2025-09-10,2025-09-10,1722.9,356.47,On Time
SH00120602,ORD00120602,WH02,CAR04,2025-09-07,2025-09-10,2025-09-10,464.6,158.13,On Time
SH00120603,ORD00120603,WH03,CAR04,2025-09-07,2025-09-10,2025-09-10,213.1,144.02,On Time
SH00120604,ORD00120604,WH04,CAR03,2025-09-06,2025-09-08,2025-09-08,1361.1,257.01,On Time
SH00120605,ORD00120605,WH05,CAR06,2025-09-06,2025-09-11,2025-09-11,648.5,261.99,On Time
SH00120606,ORD00120606,WH01,CAR02,2025-09-07,2025-09-08,2025-09-08,1164.0,311.83,On Time
SH00120607,ORD00120607,WH02,CAR03,2025-09-07,2025-09-09,2025-09-09,1616.1,285.59,On Time
SH00120608,ORD00120608,WH03,CAR04,2025-09-06,2025-09-10,2025-09-10,1476.5,194.43,On Time
SH00120609,ORD00120609,WH04,CAR04,2025-09-07,2025-09-10,2025-09-10,1659.7,207.78,On Time
SH00120610,ORD00120610,WH05,CAR02,2025-09-06,2025-09-10,2025-09-10,482.2,253.02,On Time
SH00120611,ORD00120611,WH01,CAR04,2025-09-07,2025-09-08,2025-09-08,255.3,144.73,On Time
SH00120612,ORD00120612,WH02,CAR06,2025-09-07,2025-09-09,2025-09-09,673.0,271.99,On Time
SH00120613,ORD00120613,WH03,CAR01,2025-09-06,2025-09-09,2025-09-09,216.8,213.12,On Time
SH00120614,ORD00120614,WH04,CAR06,2025-09-07,2025-09-10,2025-09-10,1175.6,310.99,On Time
SH00120615,ORD00120615,WH05,CAR03,2025-09-07,2025-09-09,2025-09-09,1146.2,274.98,On Time
SH00120616,ORD00120616,WH01,CAR05,2025-09-06,2025-09-08,2025-09-08,259.6,264.82,On Time
SH00120617,ORD00120617,WH02,CAR01,2025-09-06,2025-09-10,2025-09-10,467.8,227.68,On Time
SH00120618,ORD00120618,WH03,CAR02,2025-09-07,2025-09-10,2025-09-10,807.6,282.87,On Time
SH00120619,ORD00120619,WH04,CAR02,2025-09-07,2025-09-09,2025-09-09,452.3,254.6,On Time
SH00120620,ORD00120620,WH05,CAR03,2025-09-06,2025-09-09,2025-09-09,1309.0,293.77,On Time
SH00120621,ORD00120621,WH01,CAR01,2025-09-07,2025-09-10,2025-09-10,292.0,224.59,On Time
SH00120622,ORD00120622,WH02,CAR02,2025-09-07,2025-09-09,2025-09-09,730.4,257.99,On Time
SH00120623,ORD00120623,WH03,CAR01,2025-09-06,2025-09-07,2025-09-07,1318.9,287.97,On Time
SH00120624,ORD00120624,WH04,CAR04,2025-09-08,2025-09-10,2025-09-10,149.0,137.87,On Time
SH00120625,ORD00120625,WH01,CAR03,2025-09-06,2025-09-10,2025-09-10,1305.5,259.95,On Time
SH00120626,ORD00120626,WH02,CAR02,2025-09-06,2025-09-09,2025-09-09,1445.8,334.92,On Time
SH00120627,ORD00120627,WH03,CAR06,2025-09-06,2025-09-10,2025-09-10,1172.2,295.19,On Time
SH00120628,ORD00120628,WH04,CAR02,2025-09-07,2025-09-10,2025-09-10,1748.6,277.28,On Time
SH00120629,ORD00120629,WH05,CAR04,2025-09-07,2025-09-09,2025-09-09,603.1,149.82,On Time
SH00120630,ORD00120630,WH01,CAR03,2025-09-07,2025-09-11,2025-09-11,954.5,268.95,On Time
SH00120631,ORD00120631,WH02,CAR01,2025-09-06,2025-09-10,2025-09-10,800.4,227.15,On Time
SH00120632,ORD00120632,WH03,CAR06,2025-09-06,2025-09-08,2025-09-09,1261.9,314.54,Late
SH00120633,ORD00120633,WH04,CAR03,2025-09-06,2025-09-08,2025-09-08,1272.1,268.9,On Time
SH00120634,ORD00120634,WH05,CAR06,2025-09-06,2025-09-09,2025-09-09,912.6,283.96,On Time
SH00120635,ORD00120635,WH01,CAR04,2025-09-06,2025-09-10,2025-09-10,526.8,160.83,On Time
SH00120636,ORD00120636,WH02,CAR02,2025-09-07,2025-09-10,2025-09-10,421.9,256.74,On Time
SH00120637,ORD00120637,WH03,CAR04,2025-09-07,2025-09-10,2025-09-10,1130.3,171.48,On Time
SH00120638,ORD00120638,WH04,CAR03,2025-09-06,2025-09-08,2025-09-08,364.4,226.95,On Time
SH00120639,ORD00120639,WH05,CAR02,2025-09-06,2025-09-10,2025-09-10,854.0,291.5,On Time
SH00120640,ORD00120640,WH01,CAR03,2025-09-06,2025-09-09,2025-09-09,1028.6,249.12,On Time
SH00120641,ORD00120641,WH02,CAR05,2025-09-08,2025-09-11,2025-09-11,1256.8,293.79,On Time
SH00120642,ORD00120642,WH03,CAR06,2025-09-06,2025-09-07,2025-09-07,557.8,256.11,On Time
SH00120643,ORD00120643,WH04,CAR06,2025-09-06,2025-09-10,2025-09-10,569.7,239.37,On Time
SH00120644,ORD00120644,WH05,CAR06,2025-09-06,2025-09-10,2025-09-10,260.6,229.95,On Time
SH00120645,ORD00120645,WH01,CAR04,2025-09-07,2025-09-08,2025-09-08,1231.6,184.91,On Time
SH00120646,ORD00120646,WH02,CAR06,2025-09-07,2025-09-09,2025-09-09,1615.9,302.9,On Time
SH00120647,ORD00120647,WH03,CAR01,2025-09-06,2025-09-09,2025-09-09,101.0,210.25,On Time
SH00120648,ORD00120648,WH04,CAR06,2025-09-07,2025-09-12,2025-09-12,1624.5,290.11,On Time
SH00120649,ORD00120649,WH05,CAR03,2025-09-07,2025-09-11,2025-09-11,1626.6,264.89,On Time
SH00120650,ORD00120650,WH01,CAR04,2025-09-06,2025-09-08,2025-09-08,1746.1,256.87,On Time
SH00120651,ORD00120651,WH02,CAR04,2025-09-06,2025-09-08,2025-09-08,1452.9,189.17,On Time
SH00120652,ORD00120652,WH03,CAR04,2025-09-06,2025-09-09,2025-09-09,367.0,151.78,On Time
SH00120653,ORD00120653,WH04,CAR04,2025-09-06,2025-09-10,2025-09-10,932.7,160.2,On Time
SH00120654,ORD00120654,WH05,CAR01,2025-09-07,2025-09-12,2025-09-12,285.8,219.42,On Time
SH00120655,ORD00120655,WH01,CAR01,2025-09-07,2025-09-10,2025-09-10,948.3,252.36,On Time
SH00120656,ORD00120656,WH02,CAR03,2025-09-07,2025-09-10,2025-09-10,846.9,264.28,On Time
SH00120657,ORD00120657,WH03,CAR04,2025-09-07,2025-09-09,2025-09-09,328.3,154.71,On Time
SH00120658,ORD00120658,WH04,CAR02,2025-09-07,2025-09-11,2025-09-11,498.7,251.32,On Time
SH00120659,ORD00120659,WH05,CAR02,2025-09-08,2025-09-10,2025-09-10,273.7,233.52,On Time
SH00120660,ORD00120660,WH01,CAR04,2025-09-08,2025-09-12,2025-09-12,190.0,138.4,On Time
SH00120661,ORD00120661,WH02,CAR02,2025-09-06,2025-09-08,2025-09-08,299.8,235.63,On Time
SH00120662,ORD00120662,WH03,CAR05,2025-09-07,2025-09-09,2025-09-09,1076.9,294.96,On Time
SH00120663,ORD00120663,WH04,CAR02,2025-09-08,2025-09-09,2025-09-12,493.6,244.63,Late
SH00120664,ORD00120664,WH05,CAR05,2025-09-06,2025-09-08,2025-09-08,745.8,272.34,On Time
SH00120665,ORD00120665,WH01,CAR03,2025-09-07,2025-09-11,2025-09-11,295.0,228.74,On Time
SH00120666,ORD00120666,WH02,CAR01,2025-09-06,2025-09-09,2025-09-09,131.2,211.38,On Time
SH00120667,ORD00120667,WH03,CAR05,2025-09-06,2025-09-08,2025-09-08,1085.6,284.98,On Time
SH00120668,ORD00120668,WH04,CAR06,2025-09-07,2025-09-10,2025-09-10,762.7,263.18,On Time
SH00120669,ORD00120669,WH05,CAR04,2025-09-06,2025-09-09,2025-09-09,710.1,172.34,On Time
SH00120670,ORD00120670,WH01,CAR01,2025-09-06,2025-09-08,2025-09-08,156.3,208.44,On Time
SH00120671,ORD00120671,WH02,CAR05,2025-09-07,2025-09-10,2025-09-10,1232.0,314.1,On Time
SH00120672,ORD00120672,WH03,CAR03,2025-09-06,2025-09-09,2025-09-09,31.7,213.32,On Time
SH00120673,ORD00120673,WH04,CAR01,2025-09-07,2025-09-09,2025-09-09,1184.5,283.95,On Time
SH00120674,ORD00120674,WH05,CAR05,2025-09-06,2025-09-08,2025-09-08,1617.5,319.73,On Time
SH00120675,ORD00120675,WH01,CAR06,2025-09-07,2025-09-09,2025-09-09,1727.9,315.2,On Time
SH00120676,ORD00120676,WH02,CAR04,2025-09-06,2025-09-08,2025-09-08,462.9,157.47,On Time
SH00120677,ORD00120677,WH03,CAR03,2025-09-07,2025-09-09,2025-09-09,357.6,232.43,On Time
SH00120678,ORD00120678,WH04,CAR01,2025-09-06,2025-09-09,2025-09-09,678.0,230.86,On Time
SH00120679,ORD00120679,WH05,CAR05,2025-09-06,2025-09-09,2025-09-09,721.7,284.32,On Time
SH00120680,ORD00120680,WH01,CAR02,2025-09-07,2025-09-09,2025-09-09,520.7,256.98,On Time
SH00120681,ORD00120681,WH02,CAR01,2025-09-07,2025-09-10,2025-09-10,815.0,258.83,On Time
SH00120682,ORD00120682,WH03,CAR04,2025-09-07,2025-09-10,2025-09-10,1740.1,220.99,On Time
SH00120683,ORD00120683,WH04,CAR06,2025-09-06,2025-09-08,2025-09-08,50.0,224.32,On Time
SH00120684,ORD00120684,WH05,CAR01,2025-09-07,2025-09-09,2025-09-09,1387.0,273.06,On Time
SH00120685,ORD00120685,WH01,CAR05,2025-09-06,2025-09-08,2025-09-08,30.9,251.13,On Time
SH00120686,ORD00120686,WH02,CAR05,2025-09-06,2025-09-10,2025-09-10,581.8,270.23,On Time
SH00120687,ORD00120687,WH03,CAR01,2025-09-06,2025-09-09,2025-09-11,1779.2,327.81,Late
SH00120688,ORD00120688,WH04,CAR05,2025-09-06,2025-09-08,2025-09-08,663.8,295.15,On Time
SH00120689,ORD00120689,WH05,CAR06,2025-09-06,2025-09-08,2025-09-08,779.5,281.73,On Time
SH00120690,ORD00120690,WH01,CAR01,2025-09-06,2025-09-09,2025-09-09,1714.5,274.82,On Time
SH00120691,ORD00120691,WH02,CAR05,2025-09-07,2025-09-09,2025-09-09,1575.1,319.5,On Time
SH00120692,ORD00120692,WH03,CAR04,2025-09-07,2025-09-10,2025-09-11,1039.1,188.97,Late
SH00120693,ORD00120693,WH04,CAR05,2025-09-06,2025-09-09,2025-09-09,536.5,287.22,On Time
SH00120694,ORD00120694,WH05,CAR01,2025-09-07,2025-09-10,2025-09-10,1096.2,260.5,On Time
SH00120695,ORD00120695,WH01,CAR02,2025-09-06,2025-09-09,2025-09-10,1239.0,321.21,Late
SH00120696,ORD00120696,WH02,CAR01,2025-09-06,2025-09-08,2025-09-08,1071.8,249.02,On Time
SH00120697,ORD00120697,WH03,CAR02,2025-09-07,2025-09-09,2025-09-09,967.4,253.39,On Time
SH00120698,ORD00120698,WH04,CAR04,2025-09-08,2025-09-12,2025-09-13,649.0,170.46,Late
SH00120699,ORD00120699,WH05,CAR04,2025-09-07,2025-09-10,2025-09-10,24.8,132.59,On Time
SH00120700,ORD00120700,WH01,CAR06,2025-09-07,2025-09-10,2025-09-10,1054.4,289.65,On Time
SH00120701,ORD00120701,WH02,CAR02,2025-09-07,2025-09-10,2025-09-10,248.0,242.91,On Time
SH00120702,ORD00120702,WH03,CAR05,2025-09-06,2025-09-08,2025-09-08,1494.8,320.87,On Time
SH00120703,ORD00120703,WH04,CAR02,2025-09-06,2025-09-11,2025-09-11,1076.4,281.91,On Time
SH00120704,ORD00120704,WH05,CAR06,2025-09-06,2025-09-09,2025-09-09,1735.1,343.73,On Time
SH00120705,ORD00120705,WH01,CAR06,2025-09-06,2025-09-08,2025-09-08,489.6,251.9,On Time
SH00120706,ORD00120706,WH02,CAR04,2025-09-06,2025-09-09,2025-09-09,1497.9,219.01,On Time
SH00120707,ORD00120707,WH03,CAR03,2025-09-06,2025-09-08,2025-09-08,1305.0,273.43,On Time
SH00120708,ORD00120708,WH04,CAR06,2025-09-07,2025-09-12,2025-09-12,728.5,254.54,On Time
SH00120709,ORD00120709,WH05,CAR01,2025-09-06,2025-09-10,2025-09-10,1320.8,268.43,On Time
SH00120710,ORD00120710,WH01,CAR04,2025-09-06,2025-09-09,2025-09-09,851.1,197.88,On Time
SH00120711,ORD00120711,WH02,CAR02,2025-09-07,2025-09-11,2025-09-11,498.3,249.76,On Time
SH00120712,ORD00120712,WH03,CAR02,2025-09-07,2025-09-08,2025-09-08,1442.9,292.22,On Time
SH00120713,ORD00120713,WH04,CAR06,2025-09-07,2025-09-11,2025-09-11,1583.3,316.94,On Time
SH00120714,ORD00120714,WH05,CAR04,2025-09-06,2025-09-08,2025-09-08,578.3,172.89,On Time
SH00120715,ORD00120715,WH01,CAR06,2025-09-08,2025-09-11,2025-09-11,1538.3,286.89,On Time
SH00120716,ORD00120716,WH02,CAR01,2025-09-06,2025-09-10,2025-09-10,1727.6,328.05,On Time
SH00120717,ORD00120717,WH03,CAR01,2025-09-08,2025-09-09,2025-09-09,1634.3,271.16,On Time
SH00120718,ORD00120718,WH04,CAR06,2025-09-06,2025-09-08,2025-09-08,647.9,266.57,On Time
SH00120719,ORD00120719,WH05,CAR06,2025-09-07,2025-09-10,2025-09-10,923.2,282.78,On Time
SH00120720,ORD00120720,WH01,CAR05,2025-09-08,2025-09-10,2025-09-10,871.5,275.56,On Time
SH00120721,ORD00120721,WH02,CAR03,2025-09-06,2025-09-10,2025-09-10,768.9,268.03,On Time
SH00120722,ORD00120722,WH03,CAR06,2025-09-06,2025-09-09,2025-09-09,219.4,231.72,On Time
SH00120723,ORD00120723,WH04,CAR02,2025-09-07,2025-09-10,2025-09-11,1474.8,303.16,Late
SH00120724,ORD00120724,WH05,CAR01,2025-09-06,2025-09-09,2025-09-09,1586.5,280.03,On Time
SH00120725,ORD00120725,WH01,CAR04,2025-09-08,2025-09-13,2025-09-13,772.0,180.63,On Time
SH00120726,ORD00120726,WH02,CAR02,2025-09-06,2025-09-09,2025-09-09,918.7,289.35,On Time
SH00120727,ORD00120727,WH03,CAR01,2025-09-06,2025-09-07,2025-09-07,94.6,208.77,On Time
SH00120728,ORD00120728,WH04,CAR05,2025-09-07,2025-09-08,2025-09-08,470.2,283.51,On Time
SH00120729,ORD00120729,WH05,CAR04,2025-09-07,2025-09-08,2025-09-09,1156.6,204.5,Late
SH00120730,ORD00120730,WH01,CAR05,2025-09-07,2025-09-10,2025-09-10,792.8,294.28,On Time
SH00120731,ORD00120731,WH02,CAR02,2025-09-06,2025-09-11,2025-09-11,400.6,235.85,On Time
SH00120732,ORD00120732,WH03,CAR02,2025-09-06,2025-09-09,2025-09-09,378.1,248.29,On Time
SH00120733,ORD00120733,WH04,CAR02,2025-09-06,2025-09-10,2025-09-10,1187.8,292.14,On Time
SH00120734,ORD00120734,WH05,CAR01,2025-09-06,2025-09-10,2025-09-10,624.0,233.42,On Time
SH00120735,ORD00120735,WH01,CAR01,2025-09-06,2025-09-07,2025-09-07,416.4,219.04,On Time
SH00120736,ORD00120736,WH02,CAR01,2025-09-07,2025-09-10,2025-09-10,682.9,251.64,On Time
SH00120737,ORD00120737,WH03,CAR02,2025-09-06,2025-09-08,2025-09-11,926.0,269.35,Late
SH00120738,ORD00120738,WH04,CAR04,2025-09-07,2025-09-09,2025-09-09,1450.4,216.01,On Time
SH00120739,ORD00120739,WH05,CAR06,2025-09-06,2025-09-07,2025-09-07,606.8,241.9,On Time
SH00120740,ORD00120740,WH01,CAR02,2025-09-06,2025-09-08,2025-09-08,889.9,263.52,On Time
SH00120741,ORD00120741,WH02,CAR01,2025-09-06,2025-09-08,2025-09-08,62.5,205.34,On Time
SH00120742,ORD00120742,WH03,CAR02,2025-09-06,2025-09-08,2025-09-08,1569.1,296.4,On Time
SH00120743,ORD00120743,WH04,CAR02,2025-09-06,2025-09-09,2025-09-09,1780.7,341.14,On Time
SH00120744,ORD00120744,WH05,CAR01,2025-09-06,2025-09-07,2025-09-07,1570.9,304.4,On Time
SH00120745,ORD00120745,WH01,CAR01,2025-09-08,2025-09-10,2025-09-10,1300.6,283.42,On Time
SH00120746,ORD00120746,WH02,CAR05,2025-09-07,2025-09-09,2025-09-09,107.2,254.16,On Time
SH00120747,ORD00120747,WH03,CAR06,2025-09-06,2025-09-07,2025-09-07,20.8,221.89,On Time
SH00120748,ORD00120748,WH04,CAR05,2025-09-07,2025-09-09,2025-09-09,1574.5,327.48,On Time
SH00120749,ORD00120749,WH05,CAR01,2025-09-07,2025-09-09,2025-09-09,1049.5,236.46,On Time
SH00120750,ORD00120750,WH01,CAR06,2025-09-07,2025-09-10,2025-09-10,452.3,241.09,On Time
SH00120751,ORD00120751,WH02,CAR02,2025-09-06,2025-09-09,2025-09-09,1684.5,304.92,On Time
SH00120752,ORD00120752,WH03,CAR01,2025-09-06,2025-09-09,2025-09-09,33.6,204.78,On Time
SH00120753,ORD00120753,WH04,CAR03,2025-09-06,2025-09-10,2025-09-10,1489.1,306.2,On Time
SH00120754,ORD00120754,WH05,CAR04,2025-09-06,2025-09-08,2025-09-08,1436.3,183.2,On Time
SH00120755,ORD00120755,WH01,CAR01,2025-09-07,2025-09-09,2025-09-09,1505.0,295.26,On Time
SH00120756,ORD00120756,WH02,CAR03,2025-09-06,2025-09-09,2025-09-09,1066.7,275.07,On Time
SH00120757,ORD00120757,WH03,CAR03,2025-09-06,2025-09-07,2025-09-07,117.1,217.69,On Time
SH00120758,ORD00120758,WH04,CAR04,2025-09-07,2025-09-09,2025-09-09,52.4,135.3,On Time
SH00120759,ORD00120759,WH05,CAR03,2025-09-06,2025-09-10,2025-09-10,75.3,216.61,On Time
SH00120760,ORD00120760,WH01,CAR02,2025-09-06,2025-09-07,2025-09-07,485.4,247.18,On Time
SH00120761,ORD00120761,WH02,CAR04,2025-09-06,2025-09-11,2025-09-11,709.5,171.5,On Time
SH00120762,ORD00120762,WH03,CAR04,2025-09-07,2025-09-08,2025-09-08,349.0,155.7,On Time
SH00120763,ORD00120763,WH04,CAR02,2025-09-07,2025-09-10,2025-09-11,1503.7,277.97,Late
SH00120764,ORD00120764,WH05,CAR02,2025-09-06,2025-09-08,2025-09-08,1486.7,273.13,On Time
SH00120765,ORD00120765,WH01,CAR03,2025-09-06,2025-09-10,2025-09-10,862.4,278.31,On Time
SH00120766,ORD00120766,WH02,CAR02,2025-09-06,2025-09-09,2025-09-09,37.5,225.33,On Time
SH00120767,ORD00120767,WH03,CAR06,2025-09-08,2025-09-11,2025-09-11,1266.3,308.72,On Time
SH00120768,ORD00120768,WH04,CAR06,2025-09-07,2025-09-10,2025-09-10,1013.3,259.31,On Time
SH00120769,ORD00120769,WH05,CAR05,2025-09-06,2025-09-10,2025-09-11,1478.7,297.15,Late
SH00120770,ORD00120770,WH01,CAR06,2025-09-07,2025-09-11,2025-09-11,56.3,223.78,On Time
SH00120771,ORD00120771,WH02,CAR05,2025-09-06,2025-09-08,2025-09-08,171.4,257.22,On Time
SH00120772,ORD00120772,WH03,CAR05,2025-09-06,2025-09-07,2025-09-07,664.4,279.69,On Time
SH00120773,ORD00120773,WH04,CAR01,2025-09-06,2025-09-09,2025-09-09,593.3,248.24,On Time
SH00120774,ORD00120774,WH05,CAR03,2025-09-06,2025-09-10,2025-09-10,64.6,216.44,On Time
SH00120775,ORD00120775,WH02,CAR01,2025-09-07,2025-09-10,2025-09-10,1712.7,323.11,On Time
SH00120776,ORD00120776,WH03,CAR04,2025-09-07,2025-09-09,2025-09-09,1470.8,241.81,On Time
SH00120777,ORD00120777,WH04,CAR04,2025-09-06,2025-09-09,2025-09-09,332.9,153.58,On Time
SH00120778,ORD00120778,WH05,CAR05,2025-09-07,2025-09-11,2025-09-11,1311.6,327.52,On Time
SH00120779,ORD00120779,WH01,CAR05,2025-09-09,2025-09-10,2025-09-10,1240.5,338.09,On Time
SH00120780,ORD00120780,WH02,CAR02,2025-09-07,2025-09-10,2025-09-10,1197.4,296.34,On Time
SH00120781,ORD00120781,WH03,CAR01,2025-09-08,2025-09-10,2025-09-10,1780.0,283.75,On Time
SH00120782,ORD00120782,WH04,CAR01,2025-09-08,2025-09-10,2025-09-10,813.2,240.45,On Time
SH00120783,ORD00120783,WH05,CAR06,2025-09-08,2025-09-11,2025-09-11,1172.3,259.36,On Time
SH00120784,ORD00120784,WH01,CAR06,2025-09-07,2025-09-09,2025-09-09,924.9,283.35,On Time
SH00120785,ORD00120785,WH02,CAR03,2025-09-09,2025-09-11,2025-09-11,1797.6,355.29,On Time
SH00120786,ORD00120786,WH03,CAR01,2025-09-07,2025-09-10,2025-09-10,1586.0,317.14,On Time
SH00120787,ORD00120787,WH04,CAR02,2025-09-08,2025-09-12,2025-09-12,618.9,261.48,On Time
SH00120788,ORD00120788,WH05,CAR04,2025-09-08,2025-09-11,2025-09-11,1679.0,195.06,On Time
SH00120789,ORD00120789,WH01,CAR04,2025-09-07,2025-09-11,2025-09-11,1155.7,173.08,On Time
SH00120790,ORD00120790,WH02,CAR01,2025-09-08,2025-09-10,2025-09-10,1588.9,268.43,On Time
SH00120791,ORD00120791,WH03,CAR04,2025-09-08,2025-09-11,2025-09-11,758.8,167.22,On Time
SH00120792,ORD00120792,WH04,CAR06,2025-09-07,2025-09-09,2025-09-09,470.7,254.34,On Time
SH00120793,ORD00120793,WH05,CAR03,2025-09-08,2025-09-11,2025-09-11,32.1,213.61,On Time
SH00120794,ORD00120794,WH01,CAR03,2025-09-09,2025-09-12,2025-09-12,130.6,217.82,On Time
SH00120795,ORD00120795,WH02,CAR04,2025-09-08,2025-09-10,2025-09-10,1334.5,231.81,On Time
SH00120796,ORD00120796,WH03,CAR01,2025-09-08,2025-09-09,2025-09-09,1084.3,268.28,On Time
SH00120797,ORD00120797,WH04,CAR03,2025-09-07,2025-09-08,2025-09-08,627.3,252.52,On Time
SH00120798,ORD00120798,WH05,CAR03,2025-09-08,2025-09-10,2025-09-11,1625.0,284.45,Late
SH00120799,ORD00120799,WH01,CAR04,2025-09-07,2025-09-09,2025-09-09,1534.1,203.86,On Time
SH00120800,ORD00120800,WH02,CAR02,2025-09-08,2025-09-11,2025-09-11,1018.2,263.62,On Time
SH00120801,ORD00120801,WH03,CAR03,2025-09-09,2025-09-10,2025-09-10,286.5,228.2,On Time
SH00120802,ORD00120802,WH04,CAR06,2025-09-08,2025-09-11,2025-09-11,538.0,236.84,On Time
SH00120803,ORD00120803,WH05,CAR02,2025-09-08,2025-09-11,2025-09-11,1437.2,296.67,On Time
SH00120804,ORD00120804,WH01,CAR02,2025-09-08,2025-09-11,2025-09-11,762.4,267.61,On Time
SH00120805,ORD00120805,WH02,CAR02,2025-09-09,2025-09-12,2025-09-12,49.2,225.66,On Time
SH00120806,ORD00120806,WH03,CAR04,2025-09-08,2025-09-12,2025-09-12,1738.7,238.87,On Time
SH00120807,ORD00120807,WH04,CAR04,2025-09-08,2025-09-11,2025-09-11,187.1,141.53,On Time
SH00120808,ORD00120808,WH05,CAR06,2025-09-08,2025-09-10,2025-09-10,1203.4,260.11,On Time
SH00120809,ORD00120809,WH01,CAR01,2025-09-09,2025-09-12,2025-09-12,1482.2,299.96,On Time
SH00120810,ORD00120810,WH02,CAR05,2025-09-07,2025-09-10,2025-09-10,288.0,270.37,On Time
SH00120811,ORD00120811,WH03,CAR01,2025-09-08,2025-09-13,2025-09-13,75.7,207.4,On Time
SH00120812,ORD00120812,WH04,CAR06,2025-09-07,2025-09-10,2025-09-10,528.9,239.69,On Time
