PO_ID,Supplier_ID,Product_ID,Warehouse_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Ordered_Qty,Received_Qty,Unit_Cost,PO_Value
PO0006380,S009,P0022,WH03,2025-07-01,2025-07-11,2025-07-12,82,76,458.39,37587.67
PO0006381,S006,P0024,WH03,2025-07-01,2025-07-06,2025-07-06,84,82,673.58,56580.78
PO0006382,S002,P0027,WH03,2025-07-01,2025-07-08,2025-07-08,249,234,531.89,132441.82
PO0006383,S009,P0032,WH02,2025-07-01,2025-07-09,2025-07-09,293,277,1730.87,507144.27
PO0006384,S004,P0033,WH03,2025-07-01,2025-07-08,2025-07-13,102,96,1979.33,201891.43
PO0006385,S002,P0039,WH05,2025-07-01,2025-07-07,2025-07-07,92,84,520.07,47846.77
PO0006386,S009,P0005,WH01,2025-07-02,2025-07-10,2025-07-13,73,68,1160.09,84686.8
PO0006387,S007,P0011,WH02,2025-07-02,2025-07-07,2025-07-07,140,132,595.87,83421.11
PO0006388,S011,P0012,WH05,2025-07-02,2025-07-07,2025-07-07,51,48,2365.71,120651.07
PO0006389,S006,P0020,WH03,2025-07-02,2025-07-09,2025-07-09,282,277,2335.73,658675.86
PO0006390,S006,P0023,WH03,2025-07-02,2025-07-07,2025-07-10,122,118,660.96,80637.57
PO0006391,S002,P0039,WH04,2025-07-02,2025-07-11,2025-07-14,61,60,523.75,31948.57
PO0006392,S008,P0004,WH03,2025-07-03,2025-07-07,2025-07-07,360,337,1621.79,583842.95
PO0006393,S009,P0005,WH05,2025-07-03,2025-07-13,2025-07-14,86,78,1236.87,106371.1
PO0006394,S008,P0019,WH02,2025-07-03,2025-07-07,2025-07-07,175,166,1925.58,336976.69
PO0006395,S006,P0023,WH02,2025-07-03,2025-07-09,2025-07-09,92,90,676.98,62282.15
PO0006396,S006,P0024,WH04,2025-07-03,2025-07-09,2025-07-09,54,52,694.36,37495.54
PO0006397,S006,P0028,WH03,2025-07-03,2025-07-12,2025-07-14,322,318,3281.1,1056514.44
PO0006398,S004,P0033,WH05,2025-07-03,2025-07-09,2025-07-09,105,101,2016.64,211746.86
PO0006399,S002,P0039,WH05,2025-07-03,2025-07-09,2025-07-10,55,52,501.18,27565.17
PO0006400,S009,P0005,WH01,2025-07-04,2025-07-10,2025-07-10,59,53,1194.14,70454.04
PO0006401,S011,P0006,WH03,2025-07-04,2025-07-06,2025-07-06,50,49,2752.83,137641.59
PO0006402,S011,P0006,WH04,2025-07-04,2025-07-07,2025-07-07,50,48,2962.77,148138.32
PO0006403,S010,P0014,WH03,2025-07-04,2025-07-12,2025-07-13,320,316,2023.05,647375.23
PO0006404,S011,P0017,WH03,2025-07-04,2025-07-06,2025-07-06,383,356,914.47,350240.46
PO0006405,S006,P0024,WH04,2025-07-04,2025-07-10,2025-07-13,56,55,634.54,35534.09
PO0006406,S006,P0025,WH02,2025-07-04,2025-07-11,2025-07-12,265,262,1501.38,397865.28
PO0006407,S006,P0028,WH03,2025-07-04,2025-07-12,2025-07-12,197,191,3129.66,616542.43
PO0006408,S004,P0033,WH05,2025-07-04,2025-07-11,2025-07-14,143,137,2105.07,301024.79
PO0006409,S002,P0037,WH04,2025-07-04,2025-07-11,2025-07-11,77,71,1522.2,117209.74
PO0006410,S002,P0039,WH05,2025-07-04,2025-07-14,2025-07-14,86,84,499.37,42946.18
PO0006411,S008,P0004,WH03,2025-07-05,2025-07-07,2025-07-09,263,245,1704.12,448183.47
PO0006412,S009,P0005,WH05,2025-07-05,2025-07-14,2025-07-14,65,61,1155.32,75095.73
PO0006413,S011,P0006,WH02,2025-07-05,2025-07-09,2025-07-09,51,49,2944.4,150164.27
PO0006414,S007,P0010,WH04,2025-07-05,2025-07-10,2025-07-11,66,64,2624.11,173191.26
PO0006415,S011,P0017,WH03,2025-07-05,2025-07-09,2025-07-09,323,307,881.53,284734.53
PO0006416,S006,P0018,WH05,2025-07-05,2025-07-12,2025-07-15,50,49,1033.96,51698.08
PO0006417,S006,P0023,WH02,2025-07-05,2025-07-12,2025-07-12,77,77,699.32,53847.68
PO0006418,S006,P0023,WH04,2025-07-05,2025-07-09,2025-07-09,64,63,665.53,42593.94
PO0006419,S006,P0025,WH02,2025-07-05,2025-07-11,2025-07-11,204,200,1486.83,303312.52
PO0006420,S009,P0030,WH02,2025-07-05,2025-07-13,2025-07-14,245,237,2401.17,588287.49
PO0006421,S004,P0033,WH05,2025-07-05,2025-07-10,2025-07-11,83,81,1974.91,163917.55
PO0006422,S006,P0034,WH02,2025-07-05,2025-07-11,2025-07-11,50,50,2962.82,148140.75
PO0006423,S002,P0039,WH01,2025-07-05,2025-07-12,2025-07-12,54,52,508.84,27477.57
PO0006424,S009,P0005,WH01,2025-07-06,2025-07-15,2025-07-15,51,49,1175.48,59949.35
PO0006425,S007,P0013,WH03,2025-07-06,2025-07-10,2025-07-11,78,75,2750.4,214531.03
PO0006426,S011,P0017,WH02,2025-07-06,2025-07-09,2025-07-09,262,251,916.91,240229.43
PO0006427,S008,P0019,WH03,2025-07-06,2025-07-09,2025-07-09,189,182,1908.43,360693.88
PO0006428,S009,P0022,WH05,2025-07-06,2025-07-16,2025-07-19,56,52,436.77,24459.08
PO0006429,S006,P0023,WH03,2025-07-06,2025-07-12,2025-07-14,70,67,717.73,50241.32
PO0006430,S006,P0023,WH04,2025-07-06,2025-07-12,2025-07-12,59,58,662.9,39111.33
PO0006431,S006,P0025,WH04,2025-07-06,2025-07-15,2025-07-17,115,113,1464.94,168467.53
PO0006432,S004,P0033,WH05,2025-07-06,2025-07-12,2025-07-17,151,145,2156.36,325611.08
PO0006433,S009,P0035,WH05,2025-07-06,2025-07-14,2025-07-14,120,116,1686.89,202426.31
PO0006434,S008,P0036,WH02,2025-07-06,2025-07-09,2025-07-10,253,231,2229.01,563939.14
PO0006435,S002,P0037,WH04,2025-07-06,2025-07-12,2025-07-13,92,85,1612.25,148327.18
PO0006436,S008,P0038,WH01,2025-07-06,2025-07-08,2025-07-08,116,109,1740.51,201898.62
PO0006437,S009,P0001,WH02,2025-07-07,2025-07-15,2025-07-15,193,180,1423.28,274693.05
PO0006438,S008,P0004,WH02,2025-07-07,2025-07-10,2025-07-10,220,209,1641.64,361161.56
PO0006439,S007,P0013,WH03,2025-07-07,2025-07-09,2025-07-09,51,47,2847.01,145197.62
PO0006440,S010,P0014,WH02,2025-07-07,2025-07-16,2025-07-16,281,272,2102.49,590798.67
PO0006441,S004,P0015,WH03,2025-07-07,2025-07-11,2025-07-11,174,164,260.97,45408.48
PO0006442,S011,P0017,WH02,2025-07-07,2025-07-14,2025-07-15,317,302,958.93,303980.72
PO0006443,S008,P0019,WH03,2025-07-07,2025-07-10,2025-07-10,319,292,2080.91,663810.55
PO0006444,S006,P0024,WH05,2025-07-07,2025-07-17,2025-07-20,55,55,635.49,34951.91
PO0006445,S006,P0025,WH02,2025-07-07,2025-07-14,2025-07-14,219,219,1482.58,324683.96
PO0006446,S009,P0030,WH01,2025-07-07,2025-07-15,2025-07-15,161,153,2567.49,413366.11
PO0006447,S002,P0039,WH01,2025-07-07,2025-07-14,2025-07-17,76,70,483.21,36724.22
PO0006448,S002,P0039,WH04,2025-07-07,2025-07-14,2025-07-17,53,50,499.76,26487.21
PO0006449,S004,P0007,WH01,2025-07-08,2025-07-13,2025-07-16,153,145,2474.57,378609.61
PO0006450,S004,P0007,WH03,2025-07-08,2025-07-15,2025-07-15,153,150,2484.12,380069.99
PO0006451,S007,P0013,WH03,2025-07-08,2025-07-14,2025-07-16,61,57,2681.15,163549.88
PO0006452,S010,P0014,WH02,2025-07-08,2025-07-15,2025-07-15,306,299,1923.86,588702.44
PO0006453,S010,P0014,WH03,2025-07-08,2025-07-16,2025-07-16,408,399,1967.69,802817.51
PO0006454,S004,P0015,WH03,2025-07-08,2025-07-17,2025-07-17,157,153,240.46,37751.68
PO0006455,S008,P0019,WH01,2025-07-08,2025-07-11,2025-07-11,137,125,2077.26,284584.27
PO0006456,S009,P0022,WH05,2025-07-08,2025-07-18,2025-07-19,67,64,465.07,31159.51
PO0006457,S006,P0025,WH04,2025-07-08,2025-07-11,2025-07-11,119,117,1393.47,165823.52
PO0006458,S004,P0029,WH01,2025-07-08,2025-07-14,2025-07-15,225,209,3386.29,761915.48
PO0006459,S009,P0030,WH01,2025-07-08,2025-07-17,2025-07-17,212,203,2407.86,510467.08
PO0006460,S002,P0039,WH04,2025-07-08,2025-07-16,2025-07-16,76,71,488.29,37109.81
PO0006461,S009,P0001,WH02,2025-07-09,2025-07-18,2025-07-19,162,155,1342.3,217452.65
PO0006462,S009,P0005,WH01,2025-07-09,2025-07-18,2025-07-18,78,77,1184.59,92398.31
PO0006463,S009,P0005,WH05,2025-07-09,2025-07-16,2025-07-18,53,50,1134.37,60121.78
PO0006464,S012,P0016,WH05,2025-07-09,2025-07-20,2025-07-25,333,326,889.6,296236.95
PO0006465,S006,P0018,WH05,2025-07-09,2025-07-17,2025-07-22,67,67,1039.2,69626.22
PO0006466,S009,P0022,WH05,2025-07-09,2025-07-18,2025-07-18,50,47,443.94,22196.87
PO0006467,S006,P0034,WH03,2025-07-09,2025-07-16,2025-07-16,50,49,2905.17,145258.43
PO0006468,S008,P0036,WH05,2025-07-09,2025-07-16,2025-07-17,271,259,2171.44,588459.9
PO0006469,S002,P0037,WH02,2025-07-09,2025-07-19,2025-07-19,131,127,1613.98,211431.13
PO0006470,S002,P0039,WH04,2025-07-09,2025-07-17,2025-07-17,50,45,524.23,26211.72
PO0006471,S004,P0007,WH03,2025-07-10,2025-07-18,2025-07-19,276,265,2378.6,656492.89
PO0006472,S010,P0009,WH01,2025-07-10,2025-07-18,2025-07-20,70,70,2428.64,170004.62
PO0006473,S010,P0014,WH04,2025-07-10,2025-07-17,2025-07-18,173,171,1941.46,335871.98
PO0006474,S004,P0029,WH01,2025-07-10,2025-07-14,2025-07-16,226,214,3252.03,734959.2
PO0006475,S009,P0030,WH01,2025-07-10,2025-07-21,2025-07-23,199,192,2451.99,487945.33
PO0006476,S004,P0031,WH03,2025-07-10,2025-07-18,2025-07-23,50,47,494.84,24742.1
PO0006477,S009,P0032,WH01,2025-07-10,2025-07-21,2025-07-23,223,211,1577.26,351728.89
PO0006478,S009,P0032,WH04,2025-07-10,2025-07-18,2025-07-20,221,208,1649.04,364437.36
PO0006479,S006,P0034,WH02,2025-07-10,2025-07-19,2025-07-19,50,50,2987.22,149361.25
PO0006480,S006,P0034,WH03,2025-07-10,2025-07-17,2025-07-20,50,50,2923.35,146167.5
PO0006481,S002,P0037,WH03,2025-07-10,2025-07-19,2025-07-21,119,109,1572.57,187135.68
PO0006482,S002,P0039,WH04,2025-07-10,2025-07-13,2025-07-14,54,54,484.13,26142.9
PO0006483,S010,P0014,WH02,2025-07-11,2025-07-20,2025-07-20,225,220,1978.64,445194.18
PO0006484,S010,P0014,WH03,2025-07-11,2025-07-17,2025-07-20,270,268,2120.16,572442.92
PO0006485,S006,P0020,WH01,2025-07-11,2025-07-16,2025-07-17,105,103,2401.79,252188.11
PO0006486,S006,P0028,WH03,2025-07-11,2025-07-18,2025-07-18,300,295,3355.8,1006741.09
PO0006487,S009,P0030,WH02,2025-07-11,2025-07-19,2025-07-19,231,215,2467.92,570090.06
PO0006488,S009,P0032,WH05,2025-07-11,2025-07-20,2025-07-20,282,263,1588.32,447906.46
PO0006489,S006,P0034,WH03,2025-07-11,2025-07-18,2025-07-19,50,47,3001.09,150054.3
PO0006490,S009,P0035,WH05,2025-07-11,2025-07-18,2025-07-23,144,135,1572.79,226481.47
PO0006491,S008,P0036,WH05,2025-07-11,2025-07-14,2025-07-14,286,270,2024.42,578982.97
PO0006492,S002,P0037,WH02,2025-07-11,2025-07-17,2025-07-19,136,126,1598.51,217397.15
PO0006493,S002,P0039,WH01,2025-07-11,2025-07-18,2025-07-19,55,50,475.07,26129.05
PO0006494,S012,P0040,WH04,2025-07-11,2025-07-21,2025-07-24,50,49,759.52,37975.93
PO0006495,S004,P0007,WH03,2025-07-12,2025-07-18,2025-07-20,287,278,2500.34,717598.31
PO0006496,S007,P0011,WH04,2025-07-12,2025-07-16,2025-07-17,128,125,643.71,82394.34
PO0006497,S010,P0014,WH02,2025-07-12,2025-07-20,2025-07-22,335,328,2082.54,697651.21
PO0006498,S010,P0014,WH03,2025-07-12,2025-07-22,2025-07-23,274,270,1944.85,532889.19
PO0006499,S006,P0020,WH01,2025-07-12,2025-07-16,2025-07-16,178,175,2434.81,433396.92
PO0006500,S006,P0024,WH05,2025-07-12,2025-07-19,2025-07-19,50,49,629.46,31473.2
PO0006501,S004,P0029,WH01,2025-07-12,2025-07-19,2025-07-19,256,235,3545.89,907747.47
PO0006502,S009,P0030,WH01,2025-07-12,2025-07-21,2025-07-23,191,181,2676.81,511271.25
PO0006503,S008,P0036,WH05,2025-07-12,2025-07-15,2025-07-16,270,256,2180.37,588701.14
PO0006504,S004,P0007,WH01,2025-07-13,2025-07-17,2025-07-17,142,134,2469.31,350641.4
PO0006505,S010,P0014,WH02,2025-07-13,2025-07-22,2025-07-22,314,313,1907.27,598882.43
PO0006506,S012,P0016,WH04,2025-07-13,2025-07-22,2025-07-25,269,259,869.6,233922.19
PO0006507,S006,P0018,WH05,2025-07-13,2025-07-18,2025-07-18,81,79,1104.64,89475.88
PO0006508,S006,P0020,WH04,2025-07-13,2025-07-21,2025-07-22,136,134,2511.08,341507.31
PO0006509,S009,P0022,WH04,2025-07-13,2025-07-20,2025-07-21,57,50,476.38,27153.71
PO0006510,S006,P0024,WH05,2025-07-13,2025-07-20,2025-07-20,63,62,678.65,42754.81
PO0006511,S009,P0030,WH02,2025-07-13,2025-07-25,2025-07-25,193,181,2594.0,500642.19
PO0006512,S004,P0031,WH05,2025-07-13,2025-07-20,2025-07-20,50,47,454.42,22720.94
PO0006513,S009,P0032,WH05,2025-07-13,2025-07-23,2025-07-23,190,180,1705.87,324114.82
PO0006514,S004,P0033,WH02,2025-07-13,2025-07-20,2025-07-20,103,100,1980.62,204004.22
PO0006515,S009,P0035,WH05,2025-07-13,2025-07-21,2025-07-22,190,177,1574.81,299213.82
PO0006516,S008,P0036,WH05,2025-07-13,2025-07-15,2025-07-15,316,297,2023.94,639564.21
PO0006517,S002,P0039,WH04,2025-07-13,2025-07-20,2025-07-22,68,65,496.36,33752.8
PO0006518,S009,P0001,WH02,2025-07-14,2025-07-24,2025-07-24,178,165,1395.43,248387.17
PO0006519,S006,P0018,WH05,2025-07-14,2025-07-22,2025-07-22,54,53,1103.92,59611.44
PO0006520,S006,P0020,WH01,2025-07-14,2025-07-20,2025-07-20,159,159,2433.83,386979.7
PO0006521,S006,P0020,WH04,2025-07-14,2025-07-20,2025-07-20,203,200,2310.41,469012.51
PO0006522,S010,P0021,WH01,2025-07-14,2025-07-23,2025-07-26,204,202,717.18,146303.92
PO0006523,S004,P0029,WH01,2025-07-14,2025-07-21,2025-07-23,163,154,3199.66,521544.7
PO0006524,S002,P0037,WH03,2025-07-14,2025-07-21,2025-07-22,130,123,1497.63,194691.6
PO0006525,S004,P0007,WH05,2025-07-15,2025-07-20,2025-07-20,142,136,2295.49,325959.8
PO0006526,S012,P0016,WH04,2025-07-15,2025-07-26,2025-07-27,302,289,817.53,246894.96
PO0006527,S006,P0020,WH04,2025-07-15,2025-07-21,2025-07-21,189,188,2331.46,440646.37
PO0006528,S009,P0022,WH05,2025-07-15,2025-07-26,2025-07-27,52,50,446.57,23221.59
PO0006529,S004,P0029,WH04,2025-07-15,2025-07-22,2025-07-22,309,295,3568.27,1102594.98
PO0006530,S004,P0031,WH05,2025-07-15,2025-07-20,2025-07-25,50,47,457.8,22890.0
PO0006531,S009,P0032,WH01,2025-07-15,2025-07-22,2025-07-22,240,226,1682.91,403899.3
PO0006532,S004,P0033,WH02,2025-07-15,2025-07-22,2025-07-22,174,168,2206.27,383890.38
PO0006533,S012,P0040,WH04,2025-07-15,2025-07-29,2025-07-29,50,49,732.93,36646.73
PO0006534,S008,P0004,WH01,2025-07-16,2025-07-18,2025-07-18,167,154,1683.0,281061.08
PO0006535,S010,P0009,WH01,2025-07-16,2025-07-24,2025-07-24,50,50,2289.16,114458.22
PO0006536,S012,P0016,WH05,2025-07-16,2025-07-27,2025-07-27,233,228,841.61,196094.0
PO0006537,S006,P0020,WH04,2025-07-16,2025-07-22,2025-07-22,121,118,2497.58,302207.15
PO0006538,S009,P0022,WH01,2025-07-16,2025-07-24,2025-07-24,64,61,426.87,27319.94
PO0006539,S009,P0022,WH04,2025-07-16,2025-07-26,2025-07-26,58,51,433.23,25127.21
PO0006540,S006,P0024,WH05,2025-07-16,2025-07-23,2025-07-23,50,50,688.57,34428.6
PO0006541,S004,P0031,WH01,2025-07-16,2025-07-22,2025-07-25,50,48,489.86,24493.22
PO0006542,S009,P0032,WH01,2025-07-16,2025-07-24,2025-07-25,177,170,1577.87,279282.56
PO0006543,S009,P0032,WH05,2025-07-16,2025-07-24,2025-07-26,152,140,1604.64,243905.58
PO0006544,S002,P0037,WH02,2025-07-16,2025-07-22,2025-07-23,132,121,1485.04,196024.72
PO0006545,S012,P0040,WH04,2025-07-16,2025-07-26,2025-07-29,50,48,714.15,35707.7
PO0006546,S010,P0014,WH04,2025-07-17,2025-07-26,2025-07-27,186,185,2096.88,390019.29
PO0006547,S006,P0018,WH01,2025-07-17,2025-07-25,2025-07-25,70,68,1081.58,75710.3
PO0006548,S010,P0021,WH01,2025-07-17,2025-07-25,2025-07-30,147,146,716.33,105299.86
PO0006549,S004,P0031,WH03,2025-07-17,2025-07-26,2025-07-27,65,65,456.52,29673.54
PO0006550,S004,P0007,WH05,2025-07-18,2025-07-26,2025-07-26,132,127,2545.35,335986.57
PO0006551,S010,P0009,WH01,2025-07-18,2025-07-27,2025-07-27,59,57,2310.75,136334.53
PO0006552,S012,P0016,WH02,2025-07-18,2025-07-30,2025-07-30,318,304,905.52,287956.76
PO0006553,S008,P0019,WH04,2025-07-18,2025-07-21,2025-07-24,138,130,2086.66,287959.7
PO0006554,S010,P0021,WH01,2025-07-18,2025-07-27,2025-07-29,168,168,687.81,115551.26
PO0006555,S006,P0025,WH03,2025-07-18,2025-07-22,2025-07-22,275,268,1504.83,413828.23
PO0006556,S004,P0031,WH04,2025-07-18,2025-07-26,2025-07-26,50,46,493.35,24667.71
PO0006557,S004,P0031,WH05,2025-07-18,2025-07-26,2025-07-27,50,48,471.44,23571.76
PO0006558,S009,P0035,WH01,2025-07-18,2025-07-27,2025-07-29,145,134,1636.01,237221.34
PO0006559,S008,P0036,WH02,2025-07-18,2025-07-22,2025-07-25,287,274,1999.14,573753.75
PO0006560,S008,P0036,WH04,2025-07-18,2025-07-22,2025-07-25,251,235,2049.3,514373.93
PO0006561,S009,P0002,WH05,2025-07-19,2025-07-29,2025-07-30,187,180,802.54,150075.22
PO0006562,S010,P0009,WH01,2025-07-19,2025-07-27,2025-07-27,50,50,2328.23,116411.53
PO0006563,S007,P0010,WH05,2025-07-19,2025-07-24,2025-07-27,67,60,2756.84,184708.55
PO0006564,S011,P0012,WH03,2025-07-19,2025-07-24,2025-07-25,54,53,2499.27,134960.56
PO0006565,S012,P0016,WH05,2025-07-19,2025-07-27,2025-07-27,209,204,890.33,186079.41
PO0006566,S006,P0018,WH01,2025-07-19,2025-07-26,2025-07-27,50,50,1099.06,54952.91
PO0006567,S009,P0022,WH01,2025-07-19,2025-07-27,2025-07-27,50,49,452.4,22619.88
PO0006568,S012,P0026,WH05,2025-07-19,2025-07-31,2025-07-31,169,166,2250.25,380292.02
PO0006569,S004,P0029,WH04,2025-07-19,2025-07-27,2025-07-27,283,264,3289.29,930869.67
PO0006570,S004,P0031,WH03,2025-07-19,2025-07-27,2025-07-29,60,58,474.22,28453.37
PO0006571,S009,P0032,WH04,2025-07-19,2025-07-27,2025-07-30,244,229,1594.79,389127.9
PO0006572,S009,P0032,WH05,2025-07-19,2025-07-29,2025-08-01,252,235,1711.14,431207.42
PO0006573,S009,P0035,WH01,2025-07-19,2025-07-27,2025-07-28,94,88,1509.5,141892.6
PO0006574,S009,P0035,WH04,2025-07-19,2025-07-27,2025-08-01,129,123,1690.15,218029.33
PO0006575,S006,P0003,WH02,2025-07-20,2025-07-26,2025-07-27,260,258,905.44,235414.11
PO0006576,S011,P0006,WH02,2025-07-20,2025-07-22,2025-07-24,50,47,3002.0,150100.24
PO0006577,S010,P0008,WH02,2025-07-20,2025-07-28,2025-07-28,106,105,843.3,89389.55
PO0006578,S007,P0010,WH03,2025-07-20,2025-07-26,2025-07-27,124,121,2893.2,358756.5
PO0006579,S007,P0011,WH01,2025-07-20,2025-07-25,2025-07-25,77,74,598.66,46096.91
PO0006580,S007,P0013,WH05,2025-07-20,2025-07-24,2025-07-27,50,46,2821.2,141060.16
PO0006581,S004,P0015,WH05,2025-07-20,2025-07-26,2025-07-26,94,90,255.08,23977.51
PO0006582,S008,P0019,WH01,2025-07-20,2025-07-23,2025-07-23,167,152,2036.99,340177.97
PO0006583,S006,P0025,WH03,2025-07-20,2025-07-27,2025-07-27,264,260,1402.53,370268.17
PO0006584,S012,P0026,WH05,2025-07-20,2025-07-30,2025-07-30,314,304,2294.92,720603.57
PO0006585,S004,P0029,WH04,2025-07-20,2025-07-26,2025-07-26,275,260,3343.03,919333.75
PO0006586,S004,P0031,WH01,2025-07-20,2025-07-28,2025-07-29,50,47,461.38,23068.94
PO0006587,S004,P0031,WH04,2025-07-20,2025-07-29,2025-07-31,50,48,457.46,22872.82
PO0006588,S004,P0033,WH04,2025-07-20,2025-07-27,2025-07-28,77,73,2177.6,167675.51
PO0006589,S009,P0035,WH01,2025-07-20,2025-07-27,2025-07-30,126,123,1549.83,195279.07
PO0006590,S008,P0036,WH03,2025-07-20,2025-07-23,2025-07-23,356,325,2168.6,772022.52
PO0006591,S002,P0039,WH02,2025-07-20,2025-07-25,2025-07-27,69,68,512.23,35343.88
PO0006592,S002,P0039,WH03,2025-07-20,2025-07-27,2025-07-27,102,91,482.51,49216.47
PO0006593,S011,P0006,WH02,2025-07-21,2025-07-23,2025-07-24,50,49,2683.25,134162.31
PO0006594,S007,P0010,WH03,2025-07-21,2025-07-26,2025-07-26,67,65,2756.75,184702.53
PO0006595,S007,P0011,WH01,2025-07-21,2025-07-25,2025-07-26,63,62,620.3,39079.07
PO0006596,S011,P0012,WH04,2025-07-21,2025-07-25,2025-07-26,50,47,2439.26,121963.0
PO0006597,S011,P0012,WH05,2025-07-21,2025-07-24,2025-07-24,60,56,2509.27,150555.96
PO0006598,S012,P0016,WH04,2025-07-21,2025-08-02,2025-08-03,189,182,846.44,159976.5
PO0006599,S006,P0018,WH01,2025-07-21,2025-07-27,2025-07-29,62,61,1114.81,69118.15
PO0006600,S008,P0019,WH04,2025-07-21,2025-07-23,2025-07-23,156,144,1912.53,298354.31
PO0006601,S012,P0026,WH02,2025-07-21,2025-08-01,2025-08-01,237,227,2354.97,558127.82
PO0006602,S004,P0031,WH03,2025-07-21,2025-07-29,2025-07-29,70,68,466.31,32641.8
PO0006603,S008,P0036,WH04,2025-07-21,2025-07-25,2025-07-25,201,187,2220.13,446245.71
PO0006604,S002,P0037,WH01,2025-07-21,2025-07-26,2025-07-28,67,61,1567.87,105047.39
PO0006605,S008,P0038,WH03,2025-07-21,2025-07-25,2025-07-27,144,139,1698.38,244566.58
PO0006606,S008,P0038,WH05,2025-07-21,2025-07-26,2025-07-26,135,127,1825.57,246452.09
PO0006607,S010,P0008,WH02,2025-07-22,2025-08-01,2025-08-01,118,116,771.16,90997.38
PO0006608,S010,P0008,WH03,2025-07-22,2025-07-28,2025-07-29,162,161,798.19,129306.62
PO0006609,S010,P0008,WH04,2025-07-22,2025-08-01,2025-08-01,94,92,787.94,74066.36
PO0006610,S011,P0012,WH04,2025-07-22,2025-07-27,2025-07-29,50,49,2519.21,125960.71
PO0006611,S007,P0013,WH05,2025-07-22,2025-07-26,2025-07-28,55,53,2768.55,152270.07
PO0006612,S004,P0015,WH05,2025-07-22,2025-07-29,2025-07-31,71,69,262.31,18623.85
PO0006613,S008,P0019,WH04,2025-07-22,2025-07-24,2025-07-27,228,215,2120.8,483542.19
PO0006614,S009,P0022,WH01,2025-07-22,2025-07-31,2025-08-01,56,53,434.21,24315.61
PO0006615,S006,P0028,WH02,2025-07-22,2025-07-27,2025-07-29,277,273,3195.74,885219.63
PO0006616,S004,P0031,WH02,2025-07-22,2025-07-29,2025-07-30,50,49,487.72,24386.14
PO0006617,S004,P0033,WH04,2025-07-22,2025-07-29,2025-07-29,124,115,1983.08,245901.74
PO0006618,S009,P0035,WH01,2025-07-22,2025-07-31,2025-08-01,105,98,1519.23,159519.13
PO0006619,S008,P0036,WH04,2025-07-22,2025-07-26,2025-07-29,161,150,1996.51,321438.86
PO0006620,S008,P0038,WH01,2025-07-22,2025-07-26,2025-07-26,111,99,1855.26,205934.07
PO0006621,S002,P0039,WH03,2025-07-22,2025-07-29,2025-07-31,91,89,508.7,46291.87
PO0006622,S011,P0006,WH02,2025-07-23,2025-07-25,2025-07-25,50,49,2818.01,140900.7
PO0006623,S007,P0010,WH03,2025-07-23,2025-07-28,2025-07-28,103,96,2668.12,274816.23
PO0006624,S007,P0011,WH01,2025-07-23,2025-07-25,2025-07-25,74,70,632.19,46782.08
PO0006625,S007,P0011,WH05,2025-07-23,2025-07-27,2025-07-27,93,89,653.29,60755.71
PO0006626,S012,P0016,WH04,2025-07-23,2025-08-04,2025-08-04,290,282,851.93,247060.53
PO0006627,S012,P0026,WH04,2025-07-23,2025-08-02,2025-08-02,277,272,2197.25,608637.88
PO0006628,S006,P0028,WH02,2025-07-23,2025-07-27,2025-07-30,259,258,3152.83,816583.97
PO0006629,S004,P0031,WH02,2025-07-23,2025-07-30,2025-08-01,50,47,491.16,24557.81
PO0006630,S004,P0031,WH04,2025-07-23,2025-07-31,2025-08-01,50,49,470.41,23520.53
PO0006631,S002,P0037,WH01,2025-07-23,2025-07-31,2025-08-05,68,68,1484.58,100951.71
PO0006632,S008,P0038,WH05,2025-07-23,2025-07-26,2025-07-26,142,128,1763.78,250456.37
PO0006633,S002,P0039,WH02,2025-07-23,2025-07-30,2025-07-30,73,68,494.86,36125.07
PO0006634,S009,P0001,WH01,2025-07-24,2025-08-02,2025-08-05,149,144,1374.29,204769.19
PO0006635,S010,P0008,WH04,2025-07-24,2025-07-31,2025-07-31,113,112,864.82,97724.4
PO0006636,S007,P0010,WH03,2025-07-24,2025-07-30,2025-07-31,124,116,2636.34,326906.53
PO0006637,S007,P0010,WH04,2025-07-24,2025-07-26,2025-07-26,71,71,2688.47,190881.59
PO0006638,S007,P0011,WH05,2025-07-24,2025-07-31,2025-07-31,141,135,624.34,88031.36
PO0006639,S011,P0012,WH03,2025-07-24,2025-07-27,2025-07-29,65,62,2304.2,149773.14
PO0006640,S012,P0016,WH02,2025-07-24,2025-08-04,2025-08-04,370,359,839.64,310668.45
PO0006641,S012,P0016,WH05,2025-07-24,2025-08-04,2025-08-06,279,268,818.48,228354.76
PO0006642,S012,P0026,WH04,2025-07-24,2025-08-04,2025-08-04,176,173,2210.99,389134.64
PO0006643,S012,P0026,WH05,2025-07-24,2025-08-03,2025-08-04,209,202,2229.29,465922.23
PO0006644,S002,P0027,WH04,2025-07-24,2025-07-31,2025-08-01,195,182,526.03,102576.51
PO0006645,S002,P0027,WH05,2025-07-24,2025-07-30,2025-07-30,149,144,547.81,81624.29
PO0006646,S009,P0032,WH03,2025-07-24,2025-07-31,2025-08-01,265,246,1678.31,444752.94
PO0006647,S004,P0033,WH01,2025-07-24,2025-07-31,2025-08-02,88,84,2169.64,190928.15
PO0006648,S004,P0033,WH04,2025-07-24,2025-08-02,2025-08-07,130,121,2070.23,269130.29
