Return_ID,Order_ID,Product_ID,Customer_ID,Warehouse_ID,Return_Date,Returned_Qty,Return_Reason,Refund_Value
RET0005109,ORD00102958,P0031,C00580,WH02,2025-06-22,1,Damaged,660.48
RET0005110,ORD00102975,P0034,C00299,WH05,2025-06-20,1,Wrong Product,4112.91
RET0005111,ORD00102987,P0037,C00288,WH02,2025-06-23,2,Quality Issue,3672.18
RET0005112,ORD00103085,P0017,C00277,WH01,2025-06-27,2,Customer Changed Mind,2229.66
RET0005113,ORD00103086,P0017,C00038,WH02,2025-06-17,1,Customer Changed Mind,1081.39
RET0005114,ORD00103090,P0018,C00388,WH01,2025-06-28,1,Late Delivery,1297.99
RET0005115,ORD00103142,P0028,C00680,WH03,2025-06-13,2,Quality Issue,8179.4
RET0005116,ORD00103155,P0031,C00457,WH01,2025-06-22,1,Late Delivery,627.46
RET0005117,ORD00103162,P0032,C00734,WH03,2025-06-14,2,Customer Changed Mind,3914.23
RET0005118,ORD00103175,P0035,C00523,WH03,2025-06-27,2,Customer Changed Mind,4251.14
RET0005119,ORD00103179,P0036,C00125,WH02,2025-06-19,2,Quality Issue,5629.02
RET0005120,ORD00103181,P0036,C00510,WH04,2025-06-25,2,Damaged,5066.12
RET0005121,ORD00103186,P0037,C00128,WH04,2025-06-18,2,Customer Changed Mind,3121.35
RET0005122,ORD00103191,P0038,C00817,WH04,2025-06-17,2,Quality Issue,4545.26
RET0005123,ORD00103193,P0039,C00163,WH01,2025-06-18,2,Damaged,1272.17
RET0005124,ORD00103199,P0040,C00684,WH02,2025-06-23,1,Damaged,1011.55
RET0005125,ORD00103265,P0014,C00902,WH01,2025-06-16,2,Damaged,5268.64
RET0005126,ORD00103267,P0014,C00107,WH03,2025-06-27,1,Quality Issue,2634.32
RET0005127,ORD00103271,P0015,C00048,WH02,2025-06-19,2,Damaged,631.22
RET0005128,ORD00103300,P0021,C00080,WH01,2025-06-22,1,Quality Issue,840.91
RET0005129,ORD00103317,P0024,C00802,WH05,2025-06-22,1,Wrong Product,756.02
RET0005130,ORD00103320,P0025,C00122,WH03,2025-06-16,1,Late Delivery,1697.08
RET0005131,ORD00103322,P0025,C00610,WH05,2025-06-25,1,Quality Issue,1732.81
RET0005132,ORD00103331,P0027,C00081,WH04,2025-06-25,1,Quality Issue,730.9
RET0005133,ORD00103355,P0032,C00543,WH03,2025-06-25,1,Quality Issue,2060.12
RET0005134,ORD00103372,P0036,C00604,WH02,2025-06-27,1,Damaged,2814.51
RET0005135,ORD00103378,P0037,C00345,WH03,2025-06-14,2,Wrong Product,3488.57
RET0005136,ORD00103430,P0007,C00461,WH05,2025-06-19,2,Damaged,5617.58
RET0005137,ORD00103441,P0010,C00433,WH01,2025-06-29,1,Quality Issue,3567.8
RET0005138,ORD00103477,P0017,C00505,WH02,2025-06-20,1,Quality Issue,1059.09
RET0005139,ORD00103503,P0022,C00072,WH03,2025-06-18,2,Quality Issue,1161.39
RET0005140,ORD00103516,P0025,C00299,WH02,2025-06-19,1,Wrong Product,1786.4
RET0005141,ORD00103527,P0027,C00173,WH03,2025-06-24,2,Customer Changed Mind,1384.87
RET0005142,ORD00103554,P0033,C00545,WH01,2025-06-27,2,Damaged,5110.7
RET0005143,ORD00103569,P0036,C00451,WH02,2025-06-13,2,Quality Issue,5629.02
RET0005144,ORD00103571,P0036,C00230,WH04,2025-06-16,1,Late Delivery,2814.51
RET0005145,ORD00103580,P0038,C00766,WH03,2025-06-22,1,Quality Issue,1931.74
RET0005146,ORD00103596,P0001,C00702,WH04,2025-06-20,2,Wrong Product,3596.38
RET0005147,ORD00103646,P0011,C00877,WH05,2025-06-23,1,Wrong Product,671.95
RET0005148,ORD00103656,P0014,C00072,WH02,2025-06-29,1,Damaged,2370.89
RET0005149,ORD00103684,P0019,C00235,WH05,2025-06-27,1,Wrong Product,2482.42
RET0005150,ORD00103686,P0020,C00297,WH02,2025-07-01,1,Quality Issue,2882.98
RET0005151,ORD00103724,P0027,C00562,WH05,2025-06-14,2,Customer Changed Mind,1461.8
RET0005152,ORD00103730,P0029,C00044,WH01,2025-06-26,2,Quality Issue,9286.0
RET0005153,ORD00103736,P0030,C00101,WH02,2025-07-01,1,Damaged,3121.74
RET0005154,ORD00103739,P0030,C00402,WH05,2025-06-29,2,Quality Issue,6572.08
RET0005155,ORD00103808,P0004,C00889,WH05,2025-06-18,1,Quality Issue,2116.31
RET0005156,ORD00103813,P0005,C00870,WH05,2025-06-15,2,Quality Issue,3136.46
RET0005157,ORD00103878,P0019,C00841,WH02,2025-06-17,1,Quality Issue,2758.24
RET0005158,ORD00103905,P0025,C00802,WH01,2025-06-17,2,Damaged,3572.8
RET0005159,ORD00103920,P0028,C00657,WH01,2025-06-20,1,Damaged,3874.46
RET0005160,ORD00103930,P0030,C00039,WH01,2025-06-19,1,Quality Issue,3187.46
RET0005161,ORD00103959,P0036,C00708,WH01,2025-06-19,2,Late Delivery,5629.02
RET0005162,ORD00103975,P0039,C00345,WH02,2025-06-16,1,Late Delivery,655.76
RET0005163,ORD00103997,P0003,C00983,WH04,2025-06-24,1,Quality Issue,1220.29
RET0005164,ORD00104008,P0005,C00984,WH05,2025-06-25,1,Damaged,1650.77
RET0005165,ORD00104015,P0007,C00120,WH03,2025-06-26,2,Customer Changed Mind,5735.84
RET0005166,ORD00104042,P0012,C00379,WH05,2025-06-16,2,Customer Changed Mind,5869.71
RET0005167,ORD00104043,P0013,C00154,WH01,2025-06-26,2,Damaged,7228.56
RET0005168,ORD00104064,P0017,C00762,WH02,2025-06-19,2,Customer Changed Mind,2118.18
RET0005169,ORD00104081,P0020,C00126,WH04,2025-06-20,2,Quality Issue,6069.44
RET0005170,ORD00104102,P0025,C00381,WH01,2025-06-28,1,Quality Issue,1697.08
RET0005171,ORD00104113,P0027,C00903,WH02,2025-06-25,1,Customer Changed Mind,769.37
RET0005172,ORD00104125,P0029,C00809,WH04,2025-06-23,1,Customer Changed Mind,4178.7
RET0005173,ORD00104139,P0032,C00579,WH03,2025-06-23,1,Wrong Product,1998.32
RET0005174,ORD00104186,P0001,C00711,WH05,2025-07-04,2,Quality Issue,3488.49
RET0005175,ORD00104192,P0003,C00239,WH01,2025-06-24,2,Quality Issue,2196.52
RET0005176,ORD00104251,P0015,C00522,WH04,2025-06-20,2,Quality Issue,650.74
RET0005177,ORD00104258,P0017,C00484,WH01,2025-06-17,1,Quality Issue,1081.39
RET0005178,ORD00104270,P0019,C00612,WH03,2025-07-03,1,Quality Issue,2758.24
RET0005179,ORD00104301,P0025,C00135,WH04,2025-06-27,2,Damaged,3394.16
RET0005180,ORD00104330,P0031,C00596,WH03,2025-06-18,1,Damaged,660.48
RET0005181,ORD00104334,P0032,C00121,WH02,2025-06-28,1,Customer Changed Mind,1957.11
RET0005182,ORD00104340,P0033,C00415,WH03,2025-06-23,2,Damaged,4599.63
RET0005183,ORD00104356,P0036,C00410,WH05,2025-07-04,2,Quality Issue,5629.02
RET0005184,ORD00104364,P0038,C00198,WH03,2025-06-25,1,Customer Changed Mind,2272.63
RET0005185,ORD00104371,P0039,C00439,WH05,2025-07-04,1,Quality Issue,622.97
RET0005186,ORD00104477,P0021,C00048,WH03,2025-07-04,1,Wrong Product,798.86
RET0005187,ORD00104494,P0024,C00009,WH05,2025-07-02,1,Quality Issue,889.43
RET0005188,ORD00104509,P0027,C00606,WH05,2025-06-18,2,Damaged,1492.58
RET0005189,ORD00104514,P0028,C00612,WH05,2025-06-18,1,Wrong Product,4089.7
RET0005190,ORD00104523,P0030,C00116,WH04,2025-06-23,2,Damaged,6243.48
RET0005191,ORD00104526,P0031,C00605,WH02,2025-07-02,1,Customer Changed Mind,660.48
RET0005192,ORD00104546,P0035,C00585,WH03,2025-06-23,1,Customer Changed Mind,2125.57
RET0005193,ORD00104603,P0007,C00799,WH01,2025-06-25,1,Quality Issue,2808.79
RET0005194,ORD00104618,P0010,C00786,WH01,2025-06-28,2,Customer Changed Mind,6065.26
RET0005195,ORD00104664,P0019,C00493,WH05,2025-06-25,2,Wrong Product,4964.83
RET0005196,ORD00104669,P0020,C00238,WH05,2025-07-01,1,Late Delivery,2882.98
RET0005197,ORD00104690,P0025,C00738,WH02,2025-07-05,2,Damaged,3394.16
RET0005198,ORD00104731,P0033,C00402,WH05,2025-06-28,2,Damaged,5110.7
RET0005199,ORD00104736,P0035,C00792,WH01,2025-07-04,1,Customer Changed Mind,2125.57
RET0005200,ORD00104739,P0035,C00313,WH04,2025-06-27,2,Damaged,3826.03
RET0005201,ORD00104741,P0036,C00430,WH01,2025-06-26,2,Quality Issue,4784.67
RET0005202,ORD00104755,P0038,C00742,WH05,2025-06-29,1,Quality Issue,2272.63
RET0005203,ORD00104759,P0039,C00539,WH04,2025-07-02,1,Quality Issue,622.97
RET0005204,ORD00104769,P0001,C00020,WH04,2025-06-21,2,Damaged,3596.38
RET0005205,ORD00104775,P0002,C00921,WH05,2025-07-07,1,Quality Issue,950.45
RET0005206,ORD00104777,P0003,C00040,WH02,2025-06-29,2,Quality Issue,2196.52
RET0005207,ORD00104819,P0011,C00076,WH05,2025-06-29,1,Quality Issue,724.21
RET0005208,ORD00104823,P0012,C00588,WH04,2025-06-29,1,Late Delivery,3089.32
RET0005209,ORD00104827,P0013,C00352,WH04,2025-06-29,1,Quality Issue,3614.28
RET0005210,ORD00104830,P0014,C00737,WH02,2025-06-28,2,Quality Issue,5268.64
RET0005211,ORD00104846,P0017,C00535,WH03,2025-06-21,1,Damaged,1114.83
RET0005212,ORD00104890,P0026,C00083,WH02,2025-07-06,1,Quality Issue,2435.15
RET0005213,ORD00104902,P0028,C00415,WH04,2025-06-28,2,Late Delivery,7318.41
RET0005214,ORD00104905,P0029,C00793,WH02,2025-07-02,1,Wrong Product,4410.85
RET0005215,ORD00104987,P0006,C00582,WH01,2025-07-08,2,Damaged,7245.78
RET0005216,ORD00104989,P0006,C00083,WH03,2025-07-08,2,Damaged,6521.2
RET0005217,ORD00104997,P0008,C00346,WH01,2025-06-24,2,Damaged,1879.24
RET0005218,ORD00105001,P0008,C00083,WH05,2025-07-06,1,Quality Issue,968.68
RET0005219,ORD00105031,P0015,C00396,WH01,2025-06-30,2,Quality Issue,650.74
RET0005220,ORD00105067,P0022,C00637,WH02,2025-07-02,2,Quality Issue,1100.27
RET0005221,ORD00105117,P0032,C00062,WH02,2025-06-27,1,Quality Issue,2060.12
RET0005222,ORD00105125,P0033,C00600,WH05,2025-07-03,1,Damaged,2478.69
RET0005223,ORD00105135,P0036,C00964,WH01,2025-06-21,1,Quality Issue,2814.51
RET0005224,ORD00105143,P0037,C00943,WH04,2025-06-25,1,Quality Issue,1836.09
RET0005225,ORD00105154,P0039,C00900,WH05,2025-06-30,1,Damaged,655.76
RET0005226,ORD00105190,P0007,C00599,WH01,2025-06-26,1,Damaged,2956.62
RET0005227,ORD00105194,P0007,C00228,WH05,2025-07-05,1,Quality Issue,2660.96
RET0005228,ORD00105201,P0009,C00783,WH02,2025-07-01,2,Quality Issue,6414.96
RET0005229,ORD00105206,P0010,C00848,WH02,2025-07-02,2,Quality Issue,6921.53
RET0005230,ORD00105217,P0012,C00297,WH03,2025-07-08,2,Quality Issue,5993.28
RET0005231,ORD00105230,P0015,C00263,WH01,2025-06-27,2,Wrong Product,650.74
RET0005232,ORD00105265,P0022,C00591,WH01,2025-07-05,2,Wrong Product,1100.27
RET0005233,ORD00105271,P0023,C00595,WH02,2025-07-05,1,Damaged,897.51
RET0005234,ORD00105286,P0026,C00670,WH02,2025-06-30,1,Damaged,2864.88
RET0005235,ORD00105291,P0027,C00987,WH02,2025-06-28,2,Customer Changed Mind,1492.58
RET0005236,ORD00105292,P0027,C00117,WH03,2025-07-07,2,Customer Changed Mind,1538.74
RET0005237,ORD00105298,P0028,C00396,WH04,2025-07-02,2,Quality Issue,8609.9
RET0005238,ORD00105314,P0031,C00520,WH05,2025-07-02,1,Quality Issue,627.46
RET0005239,ORD00105319,P0032,C00950,WH05,2025-06-30,1,Damaged,1854.11
RET0005240,ORD00105328,P0034,C00641,WH04,2025-07-06,1,Damaged,4112.91
RET0005241,ORD00105330,P0035,C00192,WH01,2025-07-02,1,Quality Issue,2125.57
RET0005242,ORD00105331,P0035,C00032,WH02,2025-07-04,1,Quality Issue,2125.57
RET0005243,ORD00105338,P0036,C00067,WH04,2025-06-30,1,Quality Issue,2814.51
RET0005244,ORD00105340,P0037,C00728,WH01,2025-07-04,1,Quality Issue,1781.01
RET0005245,ORD00105352,P0039,C00745,WH03,2025-06-23,2,Damaged,1245.94
RET0005246,ORD00105369,P0002,C00480,WH05,2025-07-01,2,Customer Changed Mind,1900.9
RET0005247,ORD00105371,P0003,C00123,WH02,2025-06-24,1,Damaged,1183.68
RET0005248,ORD00105437,P0016,C00203,WH05,2025-07-02,1,Quality Issue,999.4
RET0005249,ORD00105484,P0026,C00842,WH02,2025-07-02,1,Quality Issue,2721.64
RET0005250,ORD00105495,P0028,C00125,WH03,2025-06-30,2,Wrong Product,8351.6
RET0005251,ORD00105514,P0032,C00968,WH02,2025-06-29,1,Damaged,2060.12
RET0005252,ORD00105520,P0033,C00098,WH03,2025-06-27,1,Quality Issue,2478.69
RET0005253,ORD00105529,P0035,C00183,WH03,2025-07-08,1,Quality Issue,2125.57
RET0005254,ORD00105549,P0039,C00760,WH03,2025-06-26,2,Wrong Product,1311.52
RET0005255,ORD00105556,P0001,C00604,WH02,2025-06-26,2,Customer Changed Mind,3596.38
RET0005256,ORD00105587,P0007,C00694,WH03,2025-06-24,2,Wrong Product,5617.58
RET0005257,ORD00105599,P0009,C00403,WH05,2025-06-26,2,Customer Changed Mind,6414.96
RET0005258,ORD00105617,P0013,C00727,WH03,2025-07-05,1,Damaged,3072.14
RET0005259,ORD00105639,P0018,C00253,WH01,2025-07-10,1,Damaged,1161.36
RET0005260,ORD00105648,P0019,C00111,WH05,2025-06-30,1,Quality Issue,2344.5
RET0005261,ORD00105657,P0021,C00634,WH04,2025-06-30,1,Customer Changed Mind,798.86
RET0005262,ORD00105681,P0026,C00910,WH03,2025-07-03,1,Damaged,2721.64
RET0005263,ORD00105704,P0031,C00994,WH01,2025-07-10,1,Quality Issue,660.48
RET0005264,ORD00105712,P0032,C00329,WH04,2025-07-01,1,Wrong Product,1854.11
RET0005265,ORD00105714,P0033,C00857,WH01,2025-07-01,1,Damaged,2478.69
RET0005266,ORD00105722,P0034,C00696,WH04,2025-06-29,2,Quality Issue,7814.53
RET0005267,ORD00105743,P0038,C00233,WH05,2025-07-04,2,Quality Issue,4408.9
RET0005268,ORD00105755,P0001,C00933,WH02,2025-07-06,1,Wrong Product,1744.24
RET0005269,ORD00105765,P0003,C00592,WH02,2025-06-27,1,Wrong Product,1098.26
RET0005270,ORD00105766,P0003,C00254,WH03,2025-06-26,1,Damaged,1220.29
RET0005271,ORD00105789,P0008,C00831,WH02,2025-06-25,1,Late Delivery,920.25
RET0005272,ORD00105792,P0008,C00980,WH05,2025-07-09,1,Wrong Product,871.81
RET0005273,ORD00105794,P0009,C00258,WH02,2025-07-07,2,Wrong Product,6414.96
RET0005274,ORD00105802,P0010,C00546,WH05,2025-07-09,1,Wrong Product,3567.8
RET0005275,ORD00105828,P0016,C00687,WH01,2025-07-12,2,Damaged,2220.88
RET0005276,ORD00105830,P0016,C00038,WH03,2025-06-29,1,Customer Changed Mind,1110.44
RET0005277,ORD00105890,P0028,C00941,WH04,2025-06-30,2,Damaged,8179.4
RET0005278,ORD00105914,P0033,C00450,WH03,2025-06-27,2,Customer Changed Mind,5110.7
RET0005279,ORD00105920,P0034,C00469,WH04,2025-07-05,2,Quality Issue,7403.24
RET0005280,ORD00105926,P0035,C00358,WH05,2025-07-12,1,Customer Changed Mind,1806.73
RET0005281,ORD00105933,P0037,C00853,WH02,2025-07-09,1,Late Delivery,1744.29
RET0005282,ORD00105938,P0038,C00136,WH02,2025-07-08,1,Quality Issue,2272.63
RET0005283,ORD00105950,P0040,C00816,WH04,2025-07-03,2,Late Delivery,1921.94
RET0005284,ORD00105953,P0001,C00101,WH03,2025-07-08,1,Damaged,1528.46
RET0005285,ORD00105985,P0007,C00308,WH05,2025-07-04,1,Quality Issue,2956.62
RET0005286,ORD00105993,P0009,C00506,WH03,2025-07-13,2,Quality Issue,5452.72
RET0005287,ORD00106030,P0017,C00200,WH01,2025-06-29,1,Customer Changed Mind,1114.83
RET0005288,ORD00106053,P0021,C00566,WH04,2025-07-05,2,Damaged,1513.64
RET0005289,ORD00106056,P0022,C00227,WH02,2025-07-01,2,Quality Issue,1222.52
RET0005290,ORD00106057,P0022,C00271,WH03,2025-06-27,2,Customer Changed Mind,1161.39
RET0005291,ORD00106061,P0023,C00802,WH03,2025-07-10,2,Quality Issue,1795.02
RET0005292,ORD00106068,P0025,C00822,WH01,2025-07-02,2,Damaged,3572.8
RET0005293,ORD00106118,P0035,C00501,WH04,2025-07-08,2,Wrong Product,3826.03
RET0005294,ORD00106152,P0002,C00887,WH04,2025-06-29,1,Customer Changed Mind,855.41
RET0005295,ORD00106184,P0009,C00891,WH03,2025-07-06,1,Customer Changed Mind,3207.48
RET0005296,ORD00106229,P0018,C00623,WH03,2025-06-28,2,Damaged,2459.36
RET0005297,ORD00106231,P0018,C00624,WH05,2025-07-06,2,Late Delivery,2732.62
RET0005298,ORD00106240,P0020,C00611,WH04,2025-07-14,2,Quality Issue,5887.36
RET0005299,ORD00106251,P0022,C00700,WH05,2025-07-04,2,Quality Issue,1161.39
RET0005300,ORD00106276,P0027,C00943,WH05,2025-06-29,1,Quality Issue,769.37
RET0005301,ORD00106308,P0034,C00865,WH04,2025-07-01,1,Damaged,4112.91
RET0005302,ORD00106362,P0005,C00758,WH04,2025-07-06,1,Customer Changed Mind,1650.77
RET0005303,ORD00106366,P0006,C00986,WH03,2025-07-03,1,Customer Changed Mind,3441.75
RET0005304,ORD00106400,P0013,C00932,WH02,2025-07-01,2,Quality Issue,6505.7
RET0005305,ORD00106453,P0024,C00241,WH01,2025-07-14,2,Quality Issue,1600.97
RET0005306,ORD00106549,P0003,C00072,WH04,2025-07-07,2,Customer Changed Mind,2440.58
RET0005307,ORD00106581,P0010,C00598,WH02,2025-07-13,2,Late Delivery,6778.82
RET0005308,ORD00106591,P0012,C00589,WH02,2025-07-12,2,Quality Issue,6178.64
RET0005309,ORD00106600,P0014,C00834,WH02,2025-07-06,2,Quality Issue,5110.58
RET0005310,ORD00106625,P0019,C00720,WH02,2025-07-11,1,Quality Issue,2758.24
RET0005311,ORD00106638,P0021,C00258,WH05,2025-07-05,2,Damaged,1681.82
RET0005312,ORD00106661,P0026,C00047,WH05,2025-07-07,2,Quality Issue,5557.87
RET0005313,ORD00106662,P0027,C00129,WH01,2025-07-16,2,Damaged,1384.87
RET0005314,ORD00106667,P0028,C00275,WH01,2025-06-29,1,Customer Changed Mind,4304.95
RET0005315,ORD00106700,P0035,C00786,WH01,2025-07-04,2,Damaged,4038.58
RET0005316,ORD00106739,P0002,C00197,WH05,2025-07-01,1,Damaged,902.93
RET0005317,ORD00106769,P0009,C00802,WH01,2025-07-17,1,Quality Issue,3047.11
RET0005318,ORD00106774,P0010,C00925,WH01,2025-07-12,1,Wrong Product,3567.8
RET0005319,ORD00106802,P0015,C00845,WH04,2025-07-12,2,Damaged,585.67
RET0005320,ORD00106854,P0026,C00909,WH02,2025-07-10,2,Quality Issue,5729.76
RET0005321,ORD00106904,P0036,C00376,WH05,2025-07-15,1,Quality Issue,2814.51
RET0005322,ORD00106918,P0039,C00657,WH04,2025-07-02,2,Customer Changed Mind,1245.94
RET0005323,ORD00106920,P0040,C00262,WH01,2025-07-17,2,Wrong Product,2023.1
RET0005324,ORD00106933,P0002,C00105,WH04,2025-07-10,1,Quality Issue,855.41
RET0005325,ORD00106952,P0006,C00586,WH03,2025-07-15,2,Quality Issue,7245.78
RET0005326,ORD00106983,P0012,C00278,WH05,2025-07-01,2,Quality Issue,5869.71
RET0005327,ORD00107002,P0016,C00633,WH04,2025-07-16,1,Customer Changed Mind,1110.44
RET0005328,ORD00107010,P0018,C00059,WH02,2025-07-09,1,Late Delivery,1229.68
RET0005329,ORD00107012,P0018,C00891,WH04,2025-07-03,2,Damaged,2459.36
RET0005330,ORD00107087,P0033,C00965,WH04,2025-07-12,2,Damaged,4344.09
RET0005331,ORD00107101,P0036,C00765,WH04,2025-07-08,1,Customer Changed Mind,2730.07
RET0005332,ORD00107104,P0037,C00063,WH02,2025-07-03,2,Customer Changed Mind,3672.18
RET0005333,ORD00107116,P0039,C00701,WH04,2025-07-14,1,Quality Issue,622.97
RET0005334,ORD00107128,P0002,C00326,WH01,2025-07-02,1,Quality Issue,902.93
RET0005335,ORD00107130,P0002,C00313,WH03,2025-07-03,2,Damaged,1710.81
RET0005336,ORD00107162,P0008,C00708,WH05,2025-07-11,1,Customer Changed Mind,968.68
RET0005337,ORD00107170,P0010,C00924,WH03,2025-07-13,1,Customer Changed Mind,3389.41
RET0005338,ORD00107184,P0013,C00003,WH02,2025-07-18,2,Customer Changed Mind,7228.56
RET0005339,ORD00107209,P0018,C00335,WH02,2025-07-04,1,Wrong Product,1366.31
RET0005340,ORD00107229,P0022,C00521,WH02,2025-07-04,1,Quality Issue,611.26
RET0005341,ORD00107242,P0024,C00830,WH05,2025-07-17,1,Quality Issue,844.96
RET0005342,ORD00107250,P0026,C00790,WH03,2025-07-03,2,Quality Issue,5729.76
RET0005343,ORD00107254,P0027,C00446,WH02,2025-07-09,1,Wrong Product,769.37
RET0005344,ORD00107275,P0031,C00726,WH03,2025-07-18,1,Damaged,660.48
RET0005345,ORD00107285,P0033,C00568,WH03,2025-07-16,1,Quality Issue,2299.82
RET0005346,ORD00107314,P0039,C00472,WH03,2025-07-07,1,Quality Issue,557.4
RET0005347,ORD00107347,P0006,C00201,WH03,2025-07-19,1,Customer Changed Mind,3441.75
RET0005348,ORD00107360,P0009,C00506,WH02,2025-07-14,2,Customer Changed Mind,6094.21
RET0005349,ORD00107417,P0020,C00186,WH04,2025-07-16,1,Customer Changed Mind,2943.68
RET0005350,ORD00107483,P0034,C00464,WH02,2025-07-04,2,Quality Issue,7979.05
RET0005351,ORD00107485,P0034,C00016,WH04,2025-07-12,1,Wrong Product,3907.26
RET0005352,ORD00107489,P0035,C00030,WH03,2025-07-04,1,Customer Changed Mind,2019.29
RET0005353,ORD00107538,P0005,C00285,WH02,2025-07-14,1,Customer Changed Mind,1650.77
RET0005354,ORD00107555,P0008,C00962,WH05,2025-07-12,2,Customer Changed Mind,1937.36
RET0005355,ORD00107561,P0010,C00455,WH01,2025-07-06,1,Wrong Product,3211.02
RET0005356,ORD00107573,P0012,C00228,WH03,2025-07-19,2,Late Delivery,6178.64
RET0005357,ORD00107599,P0017,C00217,WH04,2025-07-21,2,Damaged,2118.18
RET0005358,ORD00107607,P0019,C00151,WH03,2025-07-15,1,Damaged,2620.33
RET0005359,ORD00107633,P0024,C00991,WH04,2025-07-06,1,Damaged,862.75
RET0005360,ORD00107649,P0027,C00170,WH05,2025-07-12,1,Wrong Product,692.43
RET0005361,ORD00107658,P0029,C00357,WH04,2025-07-18,1,Customer Changed Mind,4643.0
RET0005362,ORD00107664,P0030,C00538,WH05,2025-07-18,2,Quality Issue,6243.48
RET0005363,ORD00107684,P0035,C00956,WH01,2025-07-10,2,Quality Issue,3613.47
RET0005364,ORD00107688,P0035,C00706,WH05,2025-07-17,1,Wrong Product,1913.01
RET0005365,ORD00107701,P0038,C00176,WH03,2025-07-12,1,Wrong Product,2272.63
RET0005366,ORD00107704,P0039,C00218,WH01,2025-07-13,1,Late Delivery,590.18
RET0005367,ORD00107746,P0007,C00937,WH05,2025-07-21,2,Damaged,5735.84
RET0005368,ORD00107783,P0015,C00234,WH03,2025-07-11,2,Customer Changed Mind,618.2
RET0005369,ORD00107784,P0015,C00805,WH04,2025-07-07,2,Wrong Product,618.2
RET0005370,ORD00107811,P0021,C00332,WH02,2025-07-14,2,Quality Issue,1681.82
RET0005371,ORD00107832,P0025,C00982,WH03,2025-07-22,1,Quality Issue,1732.81
RET0005372,ORD00107837,P0026,C00005,WH03,2025-07-07,2,Late Delivery,5443.27
RET0005373,ORD00107850,P0029,C00568,WH01,2025-07-05,1,Quality Issue,4178.7
RET0005374,ORD00107888,P0036,C00964,WH04,2025-07-14,2,Damaged,5629.02
RET0005375,ORD00107889,P0036,C00928,WH05,2025-07-07,1,Customer Changed Mind,2673.78
RET0005376,ORD00107931,P0005,C00224,WH02,2025-07-17,2,Customer Changed Mind,3301.54
RET0005377,ORD00107938,P0006,C00918,WH05,2025-07-08,1,Quality Issue,3622.89
RET0005378,ORD00107942,P0007,C00573,WH04,2025-07-13,1,Customer Changed Mind,2956.62
RET0005379,ORD00107980,P0015,C00587,WH04,2025-07-16,2,Quality Issue,650.74
RET0005380,ORD00107983,P0016,C00899,WH02,2025-07-11,1,Wrong Product,1110.44
RET0005381,ORD00107995,P0018,C00738,WH04,2025-07-23,1,Quality Issue,1366.31
RET0005382,ORD00108017,P0023,C00501,WH01,2025-07-11,2,Customer Changed Mind,1741.17
RET0005383,ORD00108031,P0026,C00263,WH01,2025-07-14,1,Customer Changed Mind,2721.64
RET0005384,ORD00108044,P0028,C00753,WH04,2025-07-11,2,Quality Issue,8179.4
RET0005385,ORD00108073,P0034,C00146,WH05,2025-07-07,2,Quality Issue,6991.95
RET0005386,ORD00108075,P0035,C00847,WH02,2025-07-22,1,Customer Changed Mind,2019.29
RET0005387,ORD00108110,P0002,C00734,WH03,2025-07-20,1,Quality Issue,855.41
RET0005388,ORD00108131,P0006,C00819,WH04,2025-07-19,1,Quality Issue,3260.6
RET0005389,ORD00108138,P0008,C00370,WH01,2025-07-23,1,Damaged,920.25
RET0005390,ORD00108140,P0008,C00954,WH03,2025-07-18,1,Late Delivery,968.68
RET0005391,ORD00108145,P0009,C00364,WH03,2025-07-10,1,Damaged,3207.48
RET0005392,ORD00108148,P0010,C00155,WH01,2025-07-13,1,Damaged,3567.8
RET0005393,ORD00108161,P0012,C00240,WH04,2025-07-15,1,Late Delivery,2996.64
RET0005394,ORD00108175,P0015,C00703,WH04,2025-07-19,1,Damaged,309.1
RET0005395,ORD00108178,P0016,C00100,WH02,2025-07-17,1,Damaged,1077.13
RET0005396,ORD00108192,P0019,C00763,WH01,2025-07-07,2,Damaged,4689.01
RET0005397,ORD00108193,P0019,C00114,WH02,2025-07-22,2,Quality Issue,5350.99
RET0005398,ORD00108199,P0020,C00255,WH03,2025-07-12,1,Quality Issue,3034.72
RET0005399,ORD00108203,P0021,C00720,WH02,2025-07-24,2,Customer Changed Mind,1513.64
RET0005400,ORD00108208,P0022,C00146,WH02,2025-07-12,1,Quality Issue,592.92
RET0005401,ORD00108222,P0025,C00395,WH01,2025-07-18,2,Customer Changed Mind,3572.8
RET0005402,ORD00108224,P0025,C00078,WH03,2025-07-20,1,Quality Issue,1697.08
RET0005403,ORD00108252,P0031,C00283,WH01,2025-07-13,1,Damaged,660.48
RET0005404,ORD00108253,P0031,C00655,WH02,2025-07-23,1,Quality Issue,660.48
RET0005405,ORD00108266,P0033,C00679,WH05,2025-07-07,1,Damaged,2427.58
RET0005406,ORD00108281,P0036,C00605,WH05,2025-07-10,2,Customer Changed Mind,5460.15
RET0005407,ORD00108338,P0008,C00871,WH05,2025-07-16,2,Damaged,1840.49
RET0005408,ORD00108347,P0010,C00492,WH04,2025-07-19,2,Quality Issue,6778.82
RET0005409,ORD00108363,P0014,C00187,WH01,2025-07-18,2,Quality Issue,4741.78
RET0005410,ORD00108403,P0022,C00273,WH01,2025-07-20,1,Wrong Product,580.7
RET0005411,ORD00108453,P0032,C00149,WH01,2025-07-25,1,Quality Issue,2060.12
